Keywords	Search Volume (Average)	Search Volume (Feb 2019)	Search Volume (Mar 2019)	Search Volume (Apr 2019)	Search Volume (May 2019)	Search Volume (Jun 2019)	Search Volume (Jul 2019)	Search Volume (Aug 2019)	Search Volume (Sep 2019)	Search Volume (Oct 2019)	Search Volume (Nov 2019)	Search Volume (Dec 2019)	Search Volume (Jan 2020)	Trend	total_volume
did california ban plastic bags	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
ppc plastic	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
small disposable plastic bags	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
plastic bag regulations	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	-100.0	40.0
how to stop plastic pollution	10.0	10.0	10.0	10.0	10.0	10.0	30.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	150.0
plastic bag tax california	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	20.0
to single	10.0	10.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	40.0
impact of plastic bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	120.0
ban use of plastic bags	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	110.0
plastic carry bag ban	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
how can we reduce the use of plastic	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	110.0
plastic bag band	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	50.0
not use plastic bags	10.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	70.0
california bag	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
california plastic bag law	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
local plastic bag manufacturers	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
no use of plastic bags	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	0.0	-100.0	40.0
how many plastic bags are used a year	10.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	40.0
plastic grocery shopping bags	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
plastic bags being banned	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
plastic money bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
charging for paper bags	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	40.0
pollution logo	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
plastic bag rules	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
states with plastic bag bans	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
olive ridley turtle endangered	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	-100.0	40.0
supermarkets and plastic bags	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	20.0
say yes to plastic bags	10.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
california plastic bag fee	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
effects of using plastic bags	10.0	10.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	0.0	0.0	-100.0	70.0
plastic in french	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
plastic stop	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	60.0
what is plastic used for	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
against plastic	10.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	70.0
10 cents for plastic bags	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	50.0
plastic and pollution	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	110.0
plastic bag market	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
anti plastic law	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	40.0
first plastic bag	10.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	-100.0	80.0
plastic bag policy	10.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	60.0
poly bag ban	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	-100.0	40.0
how to stop using plastic	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
shopping bag charge	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	-100.0	40.0
do not use plastic bags	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	60.0
what is the use of plastic	10.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	50.0
plastic retail stores	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
plastic free campaign	10.0	10.0	10.0	10.0	20.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	150.0
plastic bag levy	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	0.0	140.0
plastic website	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	-100.0	90.0
10 cent bag fee where does the money go	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
plastic grocery bag ban	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
ban all plastic	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
ca plastic	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	30.0
no polythene	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
bag bill	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
plastic organizations	10.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	-100.0	70.0
how to use plastic bags	10.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	60.0
no use of plastic	10.0	10.0	10.0	10.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	80.0
anti plastic	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
ca 67	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
polythene ban	10.0	0.0	10.0	10.0	10.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	80.0
plastic bag pollution facts	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	10.0	0.0	110.0
67 referendum	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
how to avoid using plastic	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	90.0
charging for plastic bags california	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	20.0
plastic bag consumption	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	110.0
effects of plastic bag ban	10.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	0.0	-100.0	70.0
plastic pollution problems	10.0	10.0	20.0	10.0	10.0	10.0	40.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	170.0
ban plastic bags in grocery stores	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
plastic contamination	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
the use of plastic bags	10.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	80.0
plastic poll	10.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	0.0	0.0	-100.0	80.0
single use plastic water bottles	10.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	-100.0	60.0
the use of plastic	10.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	110.0
plastic bags in landfills	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	110.0
67 money	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
bay plastics	10.0	0.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	-100.0	80.0
no plastic day date	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
plastic bag shop	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
plastic in our environment	10.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	10.0	0.0	0.0	-100.0	60.0
stop plastic	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	130.0
eliminate plastic	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
dianna cohen	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
bag 65	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
cities with plastic bag bans	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	-100.0	60.0
plastic bags california	10.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	50.0
plastic newspaper bags	10.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	60.0
plastic bag prop	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	40.0
anti plastic movement	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	120.0
avoid plastic bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	0.0	-100.0	90.0
proposition 67 california 2016	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
plastic bag law	10.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	-100.0	60.0
other uses for plastic bags	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	30.0
single use plastic bottles	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
effects of plastic bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	120.0
plastic pollution essay	10.0	10.0	20.0	10.0	10.0	10.0	20.0	20.0	20.0	10.0	10.0	10.0	10.0	0.0	170.0
plastic bag facts	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
grocery store plastic bags	10.0	10.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	0.0	10.0	0.0	10.0	0.0	90.0
polystyrene bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
single use plastic items	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	110.0
plastic props	10.0	0.0	0.0	10.0	10.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	-100.0	60.0
plastic bag price	10.0	10.0	10.0	30.0	20.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	0.0	170.0
should the use of plastic bags be banned	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	20.0
no more plastic bags	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	20.0	10.0	10.0	0.0	10.0	0.0	120.0
singular proposition	10.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	50.0
outlaw plastic bags	10.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	40.0
bags in	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	50.0	400.0	150.0
alternative uses for plastic bags	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	0.0	-100.0	40.0
bage plastic	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	-100.0	30.0
carry bag charges	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	0.0	-100.0	60.0
first use of plastic	10.0	0.0	0.0	10.0	0.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	0.0	-100.0	50.0
plastic bag thickness	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
why has government banned the use of polythene bags	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	30.0
thin plastic bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	0.0	110.0
reusable plastic shopping bags	10.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	10.0	0.0	70.0
plastic grocery bags for sale	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	60.0
refuse plastic	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
where to buy poly bags locally	10.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	-100.0	50.0
plastic bag charge law	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	20.0
non plastic bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
the plastic bag	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	10.0	0.0	70.0
plastic bag bag	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
plastic storage bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
stop plastic bags	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	100.0
reduce plastic bags	10.0	10.0	10.0	20.0	10.0	10.0	20.0	20.0	10.0	10.0	10.0	10.0	10.0	0.0	160.0
money bag prop	10.0	0.0	10.0	0.0	10.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0	0.0	70.0
plastic and environment	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
plastic bag plastic bag	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0
what are single use items	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
ban the bag	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	120.0
plastic store bags	10.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	40.0
plastic paper bag	10.0	10.0	20.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	0.0	160.0
plastic prohibition	10.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
plastic bags for sale near me	10.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	40.0
plastic shopping bag ban	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	40.0
prop bag	10.0	10.0	10.0	0.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	10.0	0.0	90.0
stop using plastic bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
plastic bag fee	10.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	80.0
paper bag effect	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	-100.0	30.0
plastic retailers	10.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	70.0
single use plastic bag ban	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	120.0
impact of use of plastic bags on environment	10.0	0.0	10.0	0.0	10.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	50.0
lightweight plastic bags	10.0	10.0	0.0	10.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	50.0
thick plastic bags	10.0	10.0	20.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	30.0	200.0	170.0
polythene bags banned	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	30.0
polythene pollution	10.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	-100.0	70.0
plastic pouch bag	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
plastic bag usage	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
proposition 67	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	30.0
why not use plastic bags	10.0	10.0	0.0	10.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	60.0
reduce plastic pollution	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
no plastic policy	10.0	0.0	10.0	10.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	-100.0	70.0
plastic bags for sale	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
yes plastic	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	30.0
single use goods	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	-100.0	30.0
one time use bags	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	20.0
polybagstores	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	20.0
laws against plastic	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
bag ban	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	110.0
pollution plastique	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	-100.0	60.0
plastic bags environment	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	0.0	140.0
plastic bag campaign	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	20.0	10.0	0.0	10.0	0.0	140.0
disposable plastic shopping bags	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
single use bags	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
purchase plastic bags	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	-100.0	90.0
get a plastic bag	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
anti plastic campaign	10.0	20.0	10.0	10.0	10.0	10.0	20.0	10.0	20.0	30.0	10.0	10.0	10.0	-50.0	180.0
long plastic bags	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	20.0	20.0	10.0	10.0	0.0	160.0
grocery store bags	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0
plastic bags for business	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	-100.0	40.0
bag to store plastic bags	10.0	10.0	10.0	10.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	-100.0	70.0
where to get plastic bags	10.0	10.0	10.0	0.0	10.0	10.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	100.0
plastik bag	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
selling plastic bags	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
where can i buy plastic bags	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	110.0
money in plastic bag	10.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	60.0
plastic retail bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	20.0	100.0	150.0
plastic bag and paper bag	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	100.0
who is plastic	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
bag plastik	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	100.0
against plastic bags	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
plastic bag cost	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	20.0	10.0	10.0	10.0	0.0	150.0
more plastic	10.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	70.0
campaign against plastic bags	10.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
california plastic bag ban	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
anti plastics campaign	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	20.0
single use plastic	390.0	320.0	320.0	390.0	390.0	390.0	480.0	390.0	590.0	590.0	480.0	260.0	480.0	50.0	5470.0
what is single use plastic	20.0	10.0	10.0	10.0	20.0	10.0	20.0	20.0	70.0	40.0	20.0	10.0	30.0	200.0	290.0
how much single use plastic is in the ocean	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	-100.0	30.0
how much single use plastic is produced	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	-100.0	40.0
what single use plastic can be recycled	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	20.0
are single use plastic bags recyclable	10.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0	0.0	50.0
how single use plastic is harmful	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
how much single use plastic is used	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
how much single use plastic ends up in the ocean	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
is single use plastic recyclable	10.0	0.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	90.0
is single use plastic bad	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
how are single use plastic bags made	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
how much single use plastic is used everyday	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
how single use plastic is made	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
