Keywords	Search Volume (Average)	Search Volume (Feb 2019)	Search Volume (Mar 2019)	Search Volume (Apr 2019)	Search Volume (May 2019)	Search Volume (Jun 2019)	Search Volume (Jul 2019)	Search Volume (Aug 2019)	Search Volume (Sep 2019)	Search Volume (Oct 2019)	Search Volume (Nov 2019)	Search Volume (Dec 2019)	Search Volume (Jan 2020)	Trend	total_volume
reusable q tip review	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	-100.0	30.0
reusable q tip	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	30.0	10.0	0.0	160.0
reusable razor	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable razor womens	10.0	10.0	0.0	10.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	90.0
reusable respirator mask	10.0	10.0	10.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	20.0	100.0	90.0
reusable rain poncho	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	120.0
reusable ranch fly trap	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable pull ups	10.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	40.0
reusable piping bag	10.0	10.0	20.0	10.0	20.0	20.0	10.0	10.0	20.0	10.0	20.0	20.0	20.0	100.0	200.0
reusable paper towels	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	20.0	20.0	10.0	20.0	100.0	170.0
reusable oil sprayer	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	20.0
reusable or disposable nappies	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
reusable take out containers	10.0	10.0	10.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	100.0
reusable period pads	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable produce bags canada	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	-100.0	50.0
reusable pizza box	10.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	110.0
reusable plastic wrap	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	120.0
reusable plastic plates	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable pouches	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	0.0	140.0
reusable react components	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable vacuum sealer bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	20.0	10.0	0.0	150.0
reusable ziplock bags canada	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable ziploc	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable zip bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable zip silicone food containers	10.0	0.0	0.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	110.0
reusable ziplock bags target	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	50.0
reusable ziplock bags amazon	10.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	50.0
reusable ziplock bags walmart	10.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	-100.0	50.0
reusable zip ties walmart	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	20.0
reusable 12g/refillable co2 cartridge	10.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
reusable zip ties home depot	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	-100.0	30.0
reusable ziplock bags australia	10.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	40.0
reusable ziplock bags silicone	10.0	10.0	10.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	80.0
reusable zipper bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable ziploc bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	0.0	140.0
reusable yard waste bags	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	40.0
reusable yogurt pots	10.0	10.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	50.0
reusable yogurt pouches kmart	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	30.0
reusable yoghurt pouches	10.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0	0.0	60.0
reusable yogurt pouches	10.0	0.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	100.0
reusable yogurt containers	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable yoghurt pouches australia	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable yogurt pouches silicone	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable yogurt parfait containers	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
reusable yogurt cups	10.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	0.0	-100.0	50.0
reusable yoghurt pots	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable 1 gallon water bottle	10.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	40.0
reusable 1 litre water bottles	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	110.0
reusable 3 gallon water bottle	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable 3m n95 mask	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
reusable 3m mask	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	30.0
reusable 35mm film camera	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	-100.0	30.0
reusable 35mm camera	10.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	0.0	20.0	0.0	-100.0	60.0
reusable 4 bottle wine tote	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	-100.0	30.0
reusable 5 gallon water bottle caps	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
8 oz reusable water bottle	10.0	10.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	40.0
reusable 8 oz water bottles	10.0	10.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	40.0
reusable 6 pack carrier	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable 5 gallon water bottle	10.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	50.0
reusable 35mm film cassettes	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
reusable 3/8 hydraulic hose fittings	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	20.0
reusable 11 speed chain link	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
reusable 1l water bottle	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	20.0
reusable 1 liter water bottle	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	110.0
reusable 12oz coffee cup	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
reusable 16 oz cup	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable #2 coffee filter	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	30.0
reusable 2 litre water bottle	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	40.0
reusable 3d printing material	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	50.0
20 oz reusable cup	10.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	-100.0	40.0
reusable 2.0 k cup	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	20.0
reusable #2 cone coffee filter	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable xmas tree	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	-100.0	30.0
reusable xmas bags	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	-100.0	30.0
reusable unpaper towels	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable utensil set with straw	10.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	-100.0	80.0
reusable utensils and straw	10.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	10.0	0.0	60.0
reusable umbrella bag	10.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	100.0
reusable utensils bulk	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	-100.0	50.0
reusable underpads for adults	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	30.0
reusable vegetable bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	0.0	-100.0	130.0
reusable verismo pods	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable vacuum bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable veggie bags	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	10.0	0.0	10.0	10.0	0.0	60.0
reusable vacuum seal bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	20.0	10.0	0.0	150.0
reusable underarm sweat pads	10.0	10.0	0.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	100.0
reusable under eye gel pads	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	30.0
reusable under eye patches	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable utensils with case	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	20.0	30.0	20.0	10.0	0.0	160.0
reusable toner pads	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable to go containers	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	30.0
reusable tile leveling system	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	70.0
reusable utensil kit	10.0	20.0	0.0	0.0	10.0	10.0	10.0	0.0	10.0	0.0	10.0	0.0	10.0	-50.0	90.0
reusable utensil set	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable underwear	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	110.0
reusable under eye mask	10.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	-100.0	50.0
reusable underarm pads	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	-100.0	90.0
reusable underpad	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	120.0
reusable menstrual cup	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	20.0	10.0	30.0	10.0	10.0	0.0	170.0
reusable venti starbucks cup	10.0	0.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	-100.0	50.0
reusable wax wraps	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	0.0	0.0	-100.0	90.0
reusable whiteboard notebook	10.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	50.0
reusable wrap	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable wax strips	10.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	110.0
reusable wax paper	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	120.0
reusable water bottle with straw	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	30.0
reusable water bottles amazon	10.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	40.0
reusable water bottle companies	10.0	0.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	0.0	0.0	-100.0	80.0
reusable wipes baby	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable wine bags	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	70.0
reusable water jugs	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	40.0
reusable wet wipes	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable water bottle brands	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable vegetable storage bags	10.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	-100.0	50.0
reusable vinyl	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable vacuum cleaner bags	10.0	0.0	0.0	0.0	10.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	60.0
reusable vertuo capsule	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	20.0
reusable vinyl stickers	10.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	70.0
reusable wipes	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	30.0	10.0	10.0	10.0	10.0	0.0	150.0
reusable water balloons	10.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	110.0
reusable water bottles bulk	10.0	10.0	0.0	10.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	60.0
reusable wallpaper	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable water bottles uk	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	-100.0	50.0
reusable wrapping paper	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable toothbrush	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable ovulation kit	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	100.0
reusable glow sticks	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable glass water bottles	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	120.0
reusable grocery bags walmart	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	0.0	-100.0	80.0
reusable applesauce pouches	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	-100.0	30.0
reusable gift wrap	10.0	0.0	10.0	0.0	10.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	90.0
reusable garbage bags	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable gel ice packs	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable gallon bags	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
reusable gloves	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	0.0	10.0	0.0	130.0
reusable glass straws	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable gifts	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	40.0	10.0	10.0	0.0	150.0
reusable grocery bags washable	10.0	10.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	-100.0	90.0
reusable gift bags	10.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	110.0
reusable grocery bags bulk	10.0	10.0	0.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	110.0
reusable fruit and veg bags	10.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	0.0	0.0	10.0	0.0	80.0
reusable floss	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable furnace filter	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable face wipes	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable mask n95	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	20.0
reusable antonym	10.0	0.0	10.0	10.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	90.0
reusable floss holder	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable fruit bags	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable food covers	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	120.0
reusable freezer containers	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	0.0	-100.0	90.0
reusable air filter car	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	110.0
reusable grocery bags amazon	10.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	-100.0	30.0
reusable insulin pen	10.0	0.0	10.0	0.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	90.0
reusable ice packs for injuries	10.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	10.0	10.0	10.0	0.0	80.0
reusable incontinence underwear	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	-100.0	60.0
reusable ice bag	10.0	10.0	10.0	10.0	10.0	20.0	20.0	20.0	10.0	20.0	10.0	10.0	10.0	0.0	170.0
reusable incontinence pads	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	0.0	110.0
reusable adhesive	10.0	10.0	20.0	20.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	0.0	160.0
reusable ac filters	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	20.0
reusable ice	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable antiviral face mask	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0	200.0	50.0
reusable items to reduce waste	10.0	0.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	90.0
reusable ice packs for coolers	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable iced coffee cup	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable chopsticks	10.0	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable hair nets	10.0	0.0	10.0	0.0	10.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	80.0
reusable heating pads that you boil	10.0	10.0	10.0	10.0	0.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	110.0
reusable hot cold pack	10.0	10.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	140.0
reusable hydraulic fittings	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	10.0	10.0	10.0	0.0	70.0
reusable hot pack	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	0.0	130.0
reusable household items	10.0	0.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	100.0
reusable hand warmers walmart	10.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	-100.0	30.0
reusable heat packs walmart	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	-100.0	20.0
reusable hydraulic hose fittings	10.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	40.0
reusable hooks	10.0	10.0	10.0	0.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	120.0
reusable heat packs how it works	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable food storage bags	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable floss pick	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	0.0	140.0
reusable drinking straws	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable dryer sheets	10.0	10.0	10.0	10.0	0.0	10.0	10.0	10.0	0.0	0.0	0.0	10.0	10.0	0.0	90.0
reusable deodorant	10.0	0.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	-100.0	40.0
reusable bag in chinese	10.0	0.0	0.0	0.0	0.0	0.0	50.0	40.0	20.0	10.0	10.0	10.0	10.0	-80.0	160.0
reusable bowl	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	30.0	10.0	20.0	100.0	160.0
reusable diaper service	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0.0	10.0	0.0	40.0
reusable dry erase pockets	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	10.0	0.0	0.0	10.0	10.0	0.0	100.0
reusable dog pee pads	10.0	0.0	10.0	40.0	20.0	20.0	10.0	10.0	10.0	10.0	10.0	30.0	10.0	0.0	190.0
reusable dryer balls	10.0	10.0	10.0	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	-100.0	60.0
reusable dental floss	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	100.0	140.0
reusable baking sheet	10.0	10.0	10.0	10.0	10.0	10.0	10.0	20.0	10.0	10.0	20.0	10.0	30.0	200.0	170.0
reusable drink bottle	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	-100.0	120.0
reusable dog diapers	10.0	10.0	10.0	10.0	10.0	20.0	20.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	150.0
reusable business logic lies in the	10.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	0.0	10.0	10.0	10.0	0.0	80.0
reusable cloth pads	10.0	10.0	10.0	10.0	10.0	20.0	10.0	20.0	10.0	10.0	10.0	10.0	10.0	0.0	150.0
reusable cloth diapers	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	0.0	130.0
reusable christmas crackers	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0	0.0	50.0
